Date,ddin,ddon
05/14/2002,0.229765413,0.588577407
05/15/2002,0.106456507,0.619643978
05/16/2002,0.456222493,0.557801337
05/17/2002,0.609665755,0.561017258
05/18/2002,0.100376398,0.643497952
05/19/2002,0.132077167,0.64420333
05/20/2002,1.008957251,0.553567261
05/21/2002,1.051263704,0.553525613
05/22/2002,1.068989929,0.554925075
05/23/2002,1.086716155,0.556324537
05/24/2002,1.104442381,0.557724
05/25/2002,1.122168606,0.559123462
05/26/2002,1.073628925,0.565422891
05/27/2002,1.130921739,0.563959383
05/28/2002,0.073066829,0.640690913
05/29/2002,0.090832773,0.547346157
05/30/2002,0.093974883,0.517227901
05/31/2002,0.094497887,0.511317845
06/01/2002,0.093595071,0.513312136
06/02/2002,0.092629575,0.515667262
06/03/2002,0.089120181,0.531809047
06/04/2002,0.087088607,0.540054073
06/05/2002,0.084919467,0.551757317
06/06/2002,0.069964197,0.615853496
06/07/2002,0.074567643,0.607811148
06/08/2002,0.083795088,0.546125238
06/09/2002,0.083240472,0.546363293
06/10/2002,0.072862583,0.612041617
06/11/2002,0.063936823,0.640772074
06/12/2002,0.065425138,0.625829761
06/13/2002,0.077086146,0.745372586
06/14/2002,0.28777443,0.704418222
06/15/2002,0.154790738,0.750013974
06/16/2002,0.142932595,0.757904215
06/17/2002,0.368634794,0.684065678
06/18/2002,1.399473961,0.574090927
06/19/2002,1.467843572,0.565989855
06/20/2002,1.47537574,0.564448647
06/21/2002,1.482907908,0.562907438
06/22/2002,0.132674121,0.763388271
06/23/2002,0.826627461,0.625077312
06/24/2002,1.505504413,0.558283813
06/25/2002,1.513036581,0.556742604
06/26/2002,1.520568749,0.555201396
06/27/2002,0.293451998,0.69857598
06/28/2002,0.059564147,0.696197566
06/29/2002,0.079156796,0.778705662
06/30/2002,0.150185461,0.748810034
07/01/2002,1.267053701,0.580734661
07/02/2002,1.565761758,0.545954145
07/03/2002,0.079540194,0.782816191
07/04/2002,0.063122451,0.611378559
07/05/2002,0.072855088,0.520763622
07/06/2002,0.07728944,0.486551449
07/07/2002,0.080282515,0.465356415
07/08/2002,0.084137278,0.438871562
07/09/2002,0.087830616,0.418162221
07/10/2002,0.087789462,0.41510494
07/11/2002,0.087289726,0.414210856
07/12/2002,0.086610743,0.414202689
07/13/2002,0.084681802,0.420707986
07/14/2002,0.084785922,0.416709177
07/15/2002,0.086733921,0.402510464
07/16/2002,0.087798487,0.394780794
07/17/2002,0.089445903,0.386044409
07/18/2002,0.08958449,0.382379191
07/19/2002,0.088246957,0.384103077
07/20/2002,0.087446333,0.383867641
07/21/2002,0.086647655,0.383636757
07/22/2002,0.085617183,0.384372954
07/23/2002,0.084585671,0.385185152
07/24/2002,0.083513595,0.386251883
07/25/2002,0.08194587,0.389648622
07/26/2002,0.080605156,0.393225132
07/27/2002,0.078981042,0.400301975
07/28/2002,0.077639898,0.406528118
07/29/2002,0.076269782,0.413207987
07/30/2002,0.074234163,0.425218567
07/31/2002,0.072194636,0.438990916
08/01/2002,0.070582756,0.45083152
08/02/2002,0.068840254,0.464343895
08/03/2002,0.067697368,0.472291675
08/04/2002,0.065309272,0.49413151
08/05/2002,0.059385433,0.55402512
08/06/2002,0.055429414,0.594045028
08/07/2002,0.053539791,0.608601841
08/08/2002,0.052382521,0.613699901
08/09/2002,0.052681506,0.608941187
08/10/2002,0.052892872,0.604759471
08/11/2002,0.052608602,0.603958347
08/12/2002,0.054430634,0.585197555
08/13/2002,0.054413156,0.582162416
08/14/2002,0.05415056,0.58169087
08/15/2002,0.052731203,0.592054166
08/16/2002,0.05074472,0.603215322
08/17/2002,0.050873233,0.601217929
08/18/2002,0.050736143,0.597359265
08/19/2002,0.051217251,0.591968234
08/20/2002,0.051571974,0.586451899
08/21/2002,0.050949177,0.584085606
08/22/2002,0.051131179,0.578988245
08/23/2002,0.051275169,0.573856758
08/24/2002,0.051238679,0.569463061
08/25/2002,0.052540268,0.557769172
08/26/2002,0.058622216,0.506000398
08/27/2002,0.171019642,0.439394978
08/28/2002,0.488802091,0.424563685
08/29/2002,0.175929111,0.427665746
08/30/2002,0.086822308,0.434556151
08/31/2002,0.054754668,0.506602235
09/01/2002,0.052352691,0.522577363
09/02/2002,0.052789544,0.513513815
09/03/2002,0.052451254,0.511162737
09/04/2002,0.059986981,0.42668675
09/05/2002,0.063982577,0.41231831
09/06/2002,0.052172838,0.497990839
09/07/2002,0.055665603,0.452207943
09/08/2002,0.050003388,0.511044229
09/09/2002,0.04960024,0.512195552
09/10/2002,0.053570313,0.48954174
09/11/2002,0.0589793,0.423511512
09/12/2002,0.059620573,0.403819301
09/13/2002,0.060181252,0.384605172
09/14/2002,0.061791375,0.34059913
09/15/2002,0.062153068,0.325039808
09/16/2002,0.06185664,0.320681468
09/17/2002,0.061460248,0.318153563
09/18/2002,0.061005311,0.316889591
09/19/2002,0.060482667,0.317321898
09/20/2002,0.059968629,0.317984494
09/21/2002,0.059485779,0.318368562
09/22/2002,0.059105014,0.316488545
09/23/2002,0.058776705,0.313244394
09/24/2002,0.058361413,0.312787728
09/25/2002,0.057882899,0.31691639
09/26/2002,0.057470111,0.319497628
09/27/2002,0.057027547,0.325673252
09/28/2002,0.056486308,0.338736019
09/29/2002,0.055948094,0.352444684
09/30/2002,0.055173454,0.370432591
10/01/2002,0.053700124,0.394684436
10/02/2002,0.052459031,0.405150338
10/03/2002,0.050800445,0.410168062
10/04/2002,0.050348436,0.406971717
10/05/2002,0.050320146,0.402762675
10/06/2002,0.050462404,0.399376491
10/07/2002,0.050469752,0.395364087
10/08/2002,0.050440186,0.391212358
10/09/2002,0.050545782,0.387660838
10/10/2002,0.051234309,0.383918485
10/11/2002,0.0527525,0.368472548
10/12/2002,0.053583323,0.345766527
10/13/2002,0.053613138,0.334604627
10/14/2002,0.053515527,0.323136371
10/15/2002,0.053432088,0.320081826
10/16/2002,0.053379092,0.319433245
10/17/2002,0.053158709,0.30449483
10/18/2002,0.052999836,0.2974364
10/19/2002,0.053122576,0.305964053
10/20/2002,0.053163802,0.317512899
10/21/2002,0.053146834,0.312180342
10/22/2002,0.053120603,0.306895
10/23/2002,0.052818829,0.290414242
10/24/2002,0.052212239,0.270994569
10/25/2002,0.05161922,0.252744612
10/26/2002,0.051071091,0.237310354
10/27/2002,0.050395604,0.219942171
10/28/2002,0.04987052,0.206807361
10/29/2002,0.049724574,0.199504858
10/30/2002,0.049856898,0.19649331
10/31/2002,0.049976387,0.193283666
11/01/2002,0.05018505,0.191455025
11/02/2002,0.050438114,0.190318093
11/03/2002,0.050684681,0.189085322
11/04/2002,0.050784675,0.185579362
11/05/2002,0.050885208,0.182081231
11/06/2002,0.05117769,0.181573615
11/07/2002,0.051488359,0.181357174
11/08/2002,0.051740885,0.180213348
11/09/2002,0.051682202,0.17426104
11/10/2002,0.051421512,0.16510832
11/11/2002,0.051334525,0.158664213
11/12/2002,0.051464339,0.155617909
11/13/2002,0.051885621,0.157160563
11/14/2002,0.052605337,0.162920279
11/15/2002,0.05329765,0.167458655
11/16/2002,0.053604992,0.166604717
11/17/2002,0.054623929,0.170579814
11/18/2002,0.056143272,0.183503901
11/19/2002,0.057633157,0.201001397
11/20/2002,0.058506398,0.210480384
11/21/2002,0.059044136,0.22184453
11/22/2002,0.059528416,0.225787121
11/23/2002,0.059977804,0.229381942
11/24/2002,0.060096514,0.23400072
11/25/2002,0.060310726,0.235213059
11/26/2002,0.060884214,0.232947673
11/27/2002,0.062153128,0.215225875
11/28/2002,0.062771985,0.211154689
11/29/2002,0.062741543,0.226015645
11/30/2002,0.062554218,0.229539943
12/01/2002,0.063119023,0.227686938
12/02/2002,0.063424201,0.227505413
12/03/2002,0.063431434,0.228934834
12/04/2002,0.063441479,0.230071204
12/05/2002,0.066047581,0.212565662
12/06/2002,0.06684572,0.20751018
12/07/2002,0.065415853,0.223215953
12/08/2002,0.062566651,0.243641854
12/09/2002,0.065303522,0.225289397
12/10/2002,0.070184811,0.200437738
12/11/2002,0.072318759,0.191740893
12/12/2002,0.074144478,0.186258424
