Date,DON Load SAR,NO3 Load SAR,NH4 Load SAR,DON Load GR,NO3 Load GR,NH4 Load GR,ddon,ddin,dtn,TEMP
11/03/1995,115,3964,35,1740,1042,83,0.01855,0.05124,0.06979,24.76470584
11/04/1995,124,4270,37,1760,1058,84,0.01884,0.05449,0.07333,24.72808819
11/05/1995,133,4550,39,2173,1389,100,0.02306,0.06078,0.08384,24.69147054
11/06/1995,133,4550,39,2090,1323,97,0.02223,0.06009,0.08232,24.6548529
11/07/1995,128,4382,38,2304,1493,106,0.02432,0.06019,0.08451,24.61823525
11/08/1995,119,4098,36,1696,1007,82,0.01815,0.05223,0.07038,24.5816176
11/09/1995,115,3964,35,2093,1325,97,0.02208,0.05421,0.07629,24.54499996
11/10/1995,120,4137,36,2256,1455,104,0.02376,0.05732,0.08108,24.50838231
11/11/1995,122,4194,36,1616,942,78,0.01738,0.0525,0.06988,24.47176466
11/12/1995,117,4022,35,1833,1116,87,0.0195,0.0526,0.0721,24.43514701
11/13/1995,112,3867,34,1760,1058,84,0.01872,0.05043,0.06915,24.39852937
11/14/1995,111,3847,34,1708,1016,82,0.01819,0.04979,0.06798,24.36191172
11/15/1995,111,3828,34,1865,1142,88,0.01976,0.05092,0.07068,24.32529407
11/16/1995,107,3710,33,1665,982,80,0.01772,0.04805,0.06577,24.28867642
11/17/1995,123,4232,37,2049,1290,95,0.02172,0.05654,0.07826,24.25205878
11/18/1995,132,4513,38,1853,1133,88,0.01985,0.05772,0.07757,24.21544113
11/19/1995,138,4697,40,2357,1535,108,0.02495,0.0638,0.08875,24.17882348
11/20/1995,170,5612,46,1876,1151,89,0.02046,0.06898,0.08944,24.14220584
11/21/1995,290,8366,67,1760,1058,84,0.0205,0.09575,0.11625,24.10558819
11/22/1995,209,6627,53,2158,1377,100,0.02367,0.08157,0.10524,24.06897054
11/23/1995,165,5475,45,1865,1142,88,0.0203,0.0675,0.0878,24.03235289
11/24/1995,149,5022,42,1967,1224,92,0.02116,0.0638,0.08496,23.99573525
11/25/1995,146,4950,41,1789,1081,85,0.01935,0.06157,0.08092,23.9591176
11/26/1995,134,4587,39,1806,1095,86,0.0194,0.05807,0.07747,23.92249995
11/27/1995,128,4401,38,1935,1198,91,0.02063,0.05728,0.07791,23.88588231
11/28/1995,148,4986,41,1647,968,80,0.01795,0.06075,0.0787,23.84926466
11/29/1995,153,5146,42,1938,1201,91,0.02091,0.0648,0.08571,23.81264701
11/30/1995,155,5216,43,1908,1177,90,0.02063,0.06526,0.08589,23.77602936
12/01/1995,162,5390,44,1711,1019,82,0.01873,0.06535,0.08408,23.73941172
12/02/1995,161,5372,44,1859,1137,88,0.0202,0.06641,0.08661,23.70279407
12/03/1995,160,5355,44,1868,1144,88,0.02028,0.06631,0.08659,23.66617642
12/04/1995,142,4806,40,1908,1177,90,0.0205,0.06113,0.08163,23.62955877
12/05/1995,133,4531,39,1775,1070,85,0.01908,0.05725,0.07633,23.59294113
12/06/1995,137,4679,39,2105,1335,98,0.02242,0.06151,0.08393,23.55632348
12/07/1995,140,4770,40,1876,1151,89,0.02016,0.0605,0.08066,23.51970583
12/08/1995,142,4824,40,2108,1337,98,0.0225,0.06299,0.08549,23.48308819
12/09/1995,140,4770,40,1670,986,81,0.0181,0.05877,0.07687,23.44647054
12/10/1995,136,4624,39,1780,1074,85,0.01916,0.05822,0.07738,23.40985289
12/11/1995,134,4587,39,1917,1184,90,0.02051,0.059,0.07951,23.37323524
12/12/1995,163,5424,44,2014,1262,94,0.02177,0.06824,0.09001,23.3366176
12/13/1995,178,5829,47,1653,972,80,0.01831,0.06928,0.08759,23.29999995
12/14/1995,174,5746,47,1979,1234,93,0.02153,0.0712,0.09273,22.75681813
12/15/1995,173,5712,46,1746,1046,83,0.01919,0.06887,0.08806,22.21363632
12/16/1995,173,5712,46,1725,1030,83,0.01898,0.06871,0.08769,21.6704545
12/17/1995,189,6124,49,2378,1552,108,0.02567,0.07833,0.104,21.12727268
12/18/1995,184,6010,48,2200,1410,101,0.02384,0.07569,0.09953,20.58409087
12/19/1995,566,12214,114,2546,1684,115,0.03112,0.14127,0.17239,20.04090905
12/20/1995,312,8778,71,2867,1932,128,0.03179,0.10909,0.14088,19.49772724
12/21/1995,222,6930,55,2501,1648,113,0.02723,0.08746,0.11469,18.95454542
12/22/1995,228,7063,56,2898,1956,129,0.03126,0.09204,0.1233,18.4113636
12/23/1995,200,6410,51,2194,1405,101,0.02394,0.07967,0.10361,17.86818179
12/24/1995,185,6026,48,2114,1342,98,0.02299,0.07514,0.09813,17.32499997
12/25/1995,184,6010,48,1740,1042,83,0.01924,0.07183,0.09107,16.78181815
12/26/1995,191,6188,50,1596,926,78,0.01787,0.07242,0.09029,16.23863634
12/27/1995,177,5813,47,1778,1072,85,0.01955,0.07017,0.08972,15.69545452
12/28/1995,171,5662,46,1818,1105,86,0.01989,0.06899,0.08888,15.1522727
12/29/1995,165,5475,45,1815,1102,86,0.0198,0.06708,0.08688,14.60909089
12/30/1995,171,5662,46,2011,1259,94,0.02182,0.07061,0.09243,14.06590907
12/31/1995,174,5746,47,1778,1072,85,0.01952,0.0695,0.08902,13.52272726
01/01/1996,175,5763,47,1821,1107,86,0.01996,0.07003,0.08999,12.97954544
01/02/1996,173,5696,46,1696,1007,82,0.01869,0.06831,0.087,12.43636362
01/03/1996,171,5645,46,1798,1088,86,0.01969,0.06865,0.08834,11.89318181
01/04/1996,171,5645,46,1929,1194,91,0.021,0.06976,0.09076,11.34999999
01/05/1996,166,5527,45,1900,1170,90,0.02066,0.06832,0.08898,12.54999999
01/06/1996,168,5578,45,1673,989,81,0.01841,0.06693,0.08534,13.74999999
01/07/1996,168,5578,45,1725,1030,83,0.01893,0.06736,0.08629,14.94999998
01/08/1996,166,5527,45,1806,1095,86,0.01972,0.06753,0.08725,16.14999998
01/09/1996,166,5510,45,1844,1126,87,0.0201,0.06768,0.08778,8.959999979
01/10/1996,165,5492,45,1642,963,79,0.01807,0.06579,0.08386,8.48999998
01/11/1996,171,5645,46,1633,956,79,0.01804,0.06726,0.0853,8.833095218
01/12/1996,173,5712,46,1798,1088,86,0.01971,0.06932,0.08903,9.176190456
01/13/1996,172,5679,46,1760,1058,84,0.01932,0.06867,0.08799,9.519285694
01/14/1996,170,5628,46,1833,1116,87,0.02003,0.06877,0.0888,9.862380932
01/15/1996,169,5595,45,1731,1035,83,0.019,0.06758,0.08658,10.20547617
01/16/1996,168,5578,45,1590,922,77,0.01758,0.06622,0.0838,10.54857141
01/17/1996,166,5527,45,1676,991,81,0.01842,0.06644,0.08486,10.89166665
01/18/1996,163,5424,44,1988,1240,93,0.02151,0.06801,0.08952,11.23476188
01/19/1996,166,5527,45,1778,1072,85,0.01944,0.06729,0.08673,11.57785712
01/20/1996,168,5578,45,1561,899,76,0.01729,0.06598,0.08327,11.92095236
01/21/1996,168,5561,45,1766,1063,84,0.01934,0.06753,0.08687,12.2640476
01/22/1996,166,5510,45,1598,929,78,0.01764,0.06562,0.08326,12.60714284
01/23/1996,146,4950,41,1558,897,76,0.01704,0.05964,0.07668,12.95023808
01/24/1996,137,4679,39,1613,940,78,0.0175,0.05736,0.07486,13.29333331
01/25/1996,134,4568,39,1740,1042,83,0.01874,0.05732,0.07606,13.63642855
01/26/1996,135,4605,39,1604,933,78,0.01739,0.05655,0.07394,13.97952379
01/27/1996,134,4568,39,1653,972,80,0.01787,0.05659,0.07446,14.32261903
01/28/1996,133,4550,39,1722,1028,83,0.01855,0.057,0.07555,14.66571427
01/29/1996,130,4438,38,1705,1014,82,0.01835,0.05572,0.07407,15.0088095
01/30/1996,128,4401,38,1705,1014,82,0.01833,0.05535,0.07368,15.35190474
01/31/1996,125,4307,37,1504,853,74,0.01629,0.05271,0.069,15.69499998
02/01/1996,124,4270,37,1676,991,81,0.018,0.05379,0.07179,16.03809522
02/02/1996,131,4476,38,1694,1005,81,0.01825,0.056,0.07425,16.38119046
02/03/1996,134,4587,39,1737,1040,83,0.01871,0.05749,0.0762,16.72428569
02/04/1996,128,4382,38,1547,888,76,0.01675,0.05384,0.07059,17.06738093
02/05/1996,128,4401,38,1702,1012,82,0.0183,0.05533,0.07363,17.41047617
02/06/1996,131,4476,38,1923,1189,90,0.02054,0.05793,0.07847,17.75357141
02/07/1996,132,4513,38,1935,1198,91,0.02067,0.0584,0.07907,18.09666665
02/08/1996,131,4476,38,1717,1023,82,0.01848,0.05619,0.07467,18.43976188
02/09/1996,136,4624,39,1507,856,74,0.01643,0.05593,0.07236,18.78285712
02/10/1996,138,4697,40,1277,675,65,0.01415,0.05477,0.06892,19.12595236
02/11/1996,155,5216,43,1498,849,74,0.01653,0.06182,0.07835,19.4690476
02/12/1996,163,5424,44,1665,982,80,0.01828,0.0653,0.08358,19.81214284
02/13/1996,162,5407,44,1647,968,80,0.01809,0.06499,0.08308,20.15523808
02/14/1996,159,5320,44,1496,847,74,0.01655,0.06285,0.0794,20.49833331
02/15/1996,157,5251,43,1633,956,79,0.0179,0.06329,0.08119,20.84142855
02/16/1996,157,5251,43,1547,888,76,0.01704,0.06258,0.07962,21.18452379
02/17/1996,161,5372,44,1490,842,73,0.01651,0.06331,0.07982,21.52761903
02/18/1996,154,5181,43,1553,892,76,0.01707,0.06192,0.07899,21.87071427
02/19/1996,133,4550,39,1584,917,77,0.01717,0.05583,0.073,22.2138095
02/20/1996,118,4079,36,1467,824,72,0.01585,0.05011,0.06596,22.55690474
02/21/1996,117,4022,35,1456,815,72,0.01573,0.04944,0.06517,22.89999998
02/22/1996,118,4060,36,1593,924,77,0.01711,0.05097,0.06808,22.76097559
02/23/1996,118,4079,36,1789,1081,85,0.01907,0.05281,0.07188,22.6219512
02/24/1996,122,4194,36,1673,989,81,0.01795,0.053,0.07095,22.48292681
02/25/1996,121,4156,36,1653,972,80,0.01774,0.05244,0.07018,22.34390242
02/26/1996,120,4137,36,1581,915,77,0.01701,0.05165,0.06866,22.20487803
02/27/1996,121,4156,36,1493,844,73,0.01614,0.05109,0.06723,22.06585364
02/28/1996,117,4022,35,1300,692,66,0.01417,0.04815,0.06232,21.92682925
02/29/1996,116,4002,35,1498,849,74,0.01614,0.0496,0.06574,21.78780486
03/01/1996,124,4251,37,1441,804,71,0.01565,0.05163,0.06728,21.64878047
03/02/1996,128,4382,38,1518,865,74,0.01646,0.05359,0.07005,21.50975608
03/03/1996,137,4679,39,1524,869,75,0.01661,0.05662,0.07323,21.37073169
03/04/1996,285,8276,67,1587,920,77,0.01872,0.0934,0.11212,21.2317073
03/05/1996,194,6252,50,1665,982,80,0.01859,0.07364,0.09223,21.09268291
03/06/1996,160,5338,44,1556,894,76,0.01716,0.06352,0.08068,20.95365852
03/07/1996,145,4896,41,1210,622,62,0.01355,0.05621,0.06976,20.81463413
03/08/1996,139,4734,40,1342,725,67,0.01481,0.05566,0.07047,20.67560974
03/09/1996,134,4568,39,1393,765,70,0.01527,0.05442,0.06969,20.53658535
03/10/1996,140,4752,40,1518,865,74,0.01658,0.05731,0.07389,20.39756096
03/11/1996,137,4660,39,1373,750,69,0.0151,0.05518,0.07028,20.25853657
03/12/1996,127,4345,37,1376,752,69,0.01503,0.05203,0.06706,20.11951218
03/13/1996,126,4326,37,1365,743,68,0.01491,0.05174,0.06665,19.98048779
03/14/1996,125,4288,37,1809,1098,86,0.01934,0.05509,0.07443,19.8414634
03/15/1996,128,4382,38,1616,942,78,0.01744,0.0544,0.07184,19.70243901
03/16/1996,127,4345,37,1148,575,60,0.01275,0.05017,0.06292,19.56341462
03/17/1996,123,4232,37,1213,625,62,0.01336,0.04956,0.06292,19.42439023
03/18/1996,118,4060,36,1280,677,65,0.01398,0.04838,0.06236,19.28536584
03/19/1996,119,4098,36,1174,594,61,0.01293,0.04789,0.06082,19.14634145
03/20/1996,119,4118,36,1581,915,77,0.017,0.05146,0.06846,19.00731706
03/21/1996,116,4002,35,1728,1033,83,0.01844,0.05153,0.06997,18.86829267
03/22/1996,121,4156,36,1308,699,66,0.01429,0.04957,0.06386,18.72926828
03/23/1996,135,4605,39,1328,714,67,0.01463,0.05425,0.06888,18.59024389
03/24/1996,136,4642,39,1450,810,72,0.01586,0.05563,0.07149,18.4512195
03/25/1996,140,4752,40,1498,849,74,0.01638,0.05715,0.07353,18.31219511
03/26/1996,133,4531,39,1294,688,66,0.01427,0.05324,0.06751,18.17317072
03/27/1996,118,4060,36,1584,917,77,0.01702,0.0509,0.06792,18.03414633
03/28/1996,115,3983,35,1573,908,77,0.01688,0.05003,0.06691,17.89512194
03/29/1996,117,4022,35,1277,675,65,0.01394,0.04797,0.06191,17.75609755
03/30/1996,123,4232,37,1171,592,61,0.01294,0.04922,0.06216,17.61707316
03/31/1996,136,4624,39,1216,627,62,0.01352,0.05352,0.06704,17.47804877
04/01/1996,132,4513,38,1441,804,71,0.01573,0.05426,0.06999,17.33902438
04/02/1996,129,4420,38,1513,860,74,0.01642,0.05392,0.07034,17.19999999
04/03/1996,125,4307,37,1976,1231,93,0.02101,0.05668,0.07769,18.94999999
04/04/1996,117,4041,35,1929,1194,91,0.02046,0.05361,0.07407,19.12299999
04/05/1996,120,4137,36,1297,690,66,0.01417,0.04929,0.06346,19.29599999
04/06/1996,121,4175,36,1001,465,54,0.01122,0.0473,0.05852,19.46899999
04/07/1996,114,3944,35,985,453,53,0.01099,0.04485,0.05584,19.64199999
04/08/1996,122,4213,37,1252,655,64,0.01374,0.04969,0.06343,19.81499998
04/09/1996,133,4531,39,1351,732,68,0.01484,0.0537,0.06854,19.98799998
04/10/1996,162,5390,44,1456,815,72,0.01618,0.06321,0.07939,20.16099998
04/11/1996,152,5128,42,1570,906,77,0.01722,0.06153,0.07875,20.33399998
04/12/1996,131,4476,38,1365,743,68,0.01496,0.05325,0.06821,20.50699998
04/13/1996,122,4194,36,1478,833,73,0.016,0.05136,0.06736,20.67999998
04/14/1996,115,3964,35,1274,672,65,0.01389,0.04736,0.06125,20.85299998
04/15/1996,108,3750,34,1263,664,64,0.01371,0.04512,0.05883,21.02599998
04/16/1996,103,3572,33,1213,625,62,0.01316,0.04292,0.05608,21.19899998
04/17/1996,100,3473,32,1057,506,56,0.01157,0.04067,0.05224,21.37199998
04/18/1996,99,3433,32,1277,675,65,0.01376,0.04205,0.05581,21.54499998
04/19/1996,97,3352,31,1464,822,72,0.01561,0.04277,0.05838,21.71799997
04/20/1996,93,3231,31,988,455,53,0.01081,0.0377,0.04851,21.89099997
04/21/1996,87,3007,29,930,413,51,0.01017,0.035,0.04517,22.06399997
04/22/1996,86,2987,29,990,457,53,0.01076,0.03526,0.04602,22.23699997
04/23/1996,86,2987,29,1112,548,58,0.01198,0.03622,0.0482,22.40999997
04/24/1996,86,2966,29,1073,518,57,0.01159,0.0357,0.04729,22.58299997
04/25/1996,84,2884,29,1115,550,58,0.01199,0.03521,0.0472,22.75599997
04/26/1996,85,2925,29,1207,620,62,0.01292,0.03636,0.04928,22.92899997
04/27/1996,94,3272,31,946,425,52,0.0104,0.0378,0.0482,23.10199997
04/28/1996,88,3028,29,886,381,49,0.00974,0.03487,0.04461,23.27499997
04/29/1996,89,3089,30,1227,635,63,0.01316,0.03817,0.05133,23.44799996
04/30/1996,95,3292,31,1162,586,60,0.01257,0.03969,0.05226,23.62099996
05/01/1996,99,3433,32,1314,703,66,0.01413,0.04234,0.05647,23.79399996
05/02/1996,156,5233,43,1328,714,67,0.01484,0.06057,0.07541,23.96699996
05/03/1996,201,6441,52,1725,1030,83,0.01926,0.07606,0.09532,24.13999996
05/04/1996,135,4605,39,1427,792,71,0.01562,0.05507,0.07069,24.31299996
05/05/1996,115,3983,35,999,463,54,0.01114,0.04535,0.05649,24.48599996
05/06/1996,107,3691,33,1015,475,54,0.01122,0.04253,0.05375,24.65899996
05/07/1996,104,3612,33,1227,635,63,0.01331,0.04343,0.05674,24.83199996
05/08/1996,100,3473,32,1118,552,58,0.01218,0.04115,0.05333,25.00499996
05/09/1996,95,3292,31,1213,625,62,0.01308,0.0401,0.05318,25.17799995
05/10/1996,95,3292,31,1123,556,59,0.01218,0.03938,0.05156,25.35099995
05/11/1996,92,3191,30,1204,618,62,0.01296,0.03901,0.05197,25.52399995
05/12/1996,92,3170,30,1021,479,55,0.01113,0.03734,0.04847,25.69699995
05/13/1996,92,3191,30,1046,498,56,0.01138,0.03775,0.04913,25.86999995
05/14/1996,92,3170,30,949,427,52,0.01041,0.03679,0.0472,25.88052627
05/15/1996,105,3651,33,952,429,52,0.01057,0.04165,0.05222,25.89105259
05/16/1996,104,3612,33,1331,716,67,0.01435,0.04428,0.05863,25.9015789
05/17/1996,91,3150,30,1235,642,63,0.01326,0.03885,0.05211,25.91210522
05/18/1996,101,3493,32,1062,510,56,0.01163,0.04091,0.05254,25.92263154
05/19/1996,95,3292,31,993,459,53,0.01088,0.03835,0.04923,25.93315786
05/20/1996,77,2635,27,856,360,48,0.00933,0.0307,0.04003,25.94368418
05/21/1996,70,2362,26,878,376,49,0.00948,0.02813,0.03761,25.95421049
05/22/1996,65,2172,24,1032,487,55,0.01097,0.02738,0.03835,25.96473681
05/23/1996,61,2045,24,949,427,52,0.0101,0.02548,0.03558,25.97526313
05/24/1996,62,2087,24,662,231,40,0.00724,0.02382,0.03106,25.98578945
05/25/1996,74,2509,26,872,372,49,0.00946,0.02956,0.03902,25.99631576
05/26/1996,60,1981,23,780,308,45,0.0084,0.02357,0.03197,26.00684208
05/27/1996,56,1832,22,742,283,43,0.00798,0.0218,0.02978,26.0173684
05/28/1996,56,1854,23,704,258,42,0.0076,0.02177,0.02937,26.02789472
05/29/1996,60,2002,23,662,231,40,0.00722,0.02296,0.03018,26.03842104
05/30/1996,70,2362,26,439,106,30,0.00509,0.02524,0.03033,26.04894735
05/31/1996,248,7523,60,494,134,32,0.00742,0.07749,0.08491,26.05947367
06/01/1996,151,5075,42,886,381,49,0.01037,0.05547,0.06584,26.06999999
06/02/1996,121,4175,36,900,391,50,0.01021,0.04652,0.05673,26.18054053
06/03/1996,85,2946,29,930,413,51,0.01015,0.03439,0.04454,26.29108107
06/04/1996,66,2214,25,853,358,48,0.00919,0.02645,0.03564,26.40162161
06/05/1996,97,3372,31,785,312,45,0.00882,0.0376,0.04642,26.51216215
06/06/1996,121,4156,36,713,263,42,0.00834,0.04497,0.05331,26.62270269
06/07/1996,92,3170,30,756,292,44,0.00848,0.03536,0.04384,26.73324323
06/08/1996,79,2718,28,694,251,41,0.00773,0.03038,0.03811,26.84378377
06/09/1996,69,2341,25,592,189,37,0.00661,0.02592,0.03253,26.95432431
06/10/1996,67,2257,25,598,192,37,0.00665,0.02511,0.03176,27.06486485
06/11/1996,98,3413,32,949,427,52,0.01047,0.03924,0.04971,27.17540539
06/12/1996,118,4079,36,818,334,46,0.00936,0.04495,0.05431,27.28594593
06/13/1996,106,3671,33,807,326,46,0.00913,0.04076,0.04989,27.39648647
06/14/1996,90,3109,30,764,297,44,0.00854,0.0348,0.04334,27.50702701
06/15/1996,74,2509,26,704,258,42,0.00778,0.02835,0.03613,27.61756755
06/16/1996,69,2341,25,619,205,38,0.00688,0.02609,0.03297,27.72810809
06/17/1996,70,2362,26,627,209,38,0.00697,0.02635,0.03332,27.83864863
06/18/1996,65,2193,25,643,219,39,0.00708,0.02476,0.03184,27.94918917
06/19/1996,53,1726,22,686,246,41,0.00739,0.02035,0.02774,28.05972971
06/20/1996,43,1325,19,985,453,53,0.01028,0.0185,0.02878,28.17027025
06/21/1996,54,1748,22,813,330,46,0.00867,0.02146,0.03013,28.28081079
06/22/1996,48,1514,21,648,223,39,0.00696,0.01797,0.02493,28.39135133
06/23/1996,49,1557,21,542,160,35,0.00591,0.01773,0.02364,28.50189187
06/24/1996,50,1620,21,643,219,39,0.00693,0.01899,0.02592,28.61243241
06/25/1996,226,7019,56,742,283,43,0.00968,0.07401,0.08369,28.72297295
06/26/1996,490,11379,102,1174,594,61,0.01664,0.12136,0.138,28.83351349
06/27/1996,144,4878,41,1570,906,77,0.01714,0.05902,0.07616,28.94405403
06/28/1996,100,3473,32,1305,697,66,0.01405,0.04268,0.05673,29.05459457
06/29/1996,230,7122,57,1012,473,54,0.01242,0.07706,0.08948,29.16513511
06/30/1996,205,6519,52,889,383,49,0.01094,0.07003,0.08097,29.27567565
07/01/1996,159,5320,44,837,347,47,0.00996,0.05758,0.06754,29.38621619
07/02/1996,124,4270,37,775,304,44,0.00899,0.04655,0.05554,29.49675673
07/03/1996,102,3532,32,598,192,37,0.007,0.03793,0.04493,29.60729727
07/04/1996,90,3109,30,611,200,38,0.00701,0.03377,0.04078,29.71783781
07/05/1996,77,2635,27,648,223,39,0.00725,0.02924,0.03649,29.82837835
07/06/1996,62,2066,24,539,158,34,0.00601,0.02282,0.02883,29.93891889
07/07/1996,59,1960,23,558,169,35,0.00617,0.02187,0.02804,30.04945943
07/08/1996,54,1769,22,558,169,35,0.00612,0.01995,0.02607,30.15999997
07/09/1996,52,1663,21,544,161,35,0.00596,0.0188,0.02476,30.69
07/10/1996,54,1769,22,387,82,28,0.00441,0.01901,0.02342,29.82999998
07/11/1996,54,1769,22,281,41,22,0.00335,0.01854,0.02189,30.76499999
07/12/1996,53,1705,22,274,38,22,0.00327,0.01787,0.02114,31.69999999
07/13/1996,55,1790,22,312,51,24,0.00367,0.01887,0.02254,31.61404254
07/14/1996,50,1620,21,289,43,23,0.00339,0.01707,0.02046,31.5280851
07/15/1996,50,1599,21,424,98,29,0.00474,0.01747,0.02221,31.44212765
07/16/1996,70,2362,26,450,111,30,0.0052,0.02529,0.03049,31.3561702
07/17/1996,79,2718,28,279,40,22,0.00358,0.02808,0.03166,31.27021275
07/18/1996,82,2822,28,228,25,20,0.0031,0.02895,0.03205,31.18425531
07/19/1996,77,2656,27,218,22,19,0.00295,0.02724,0.03019,31.09829786
07/20/1996,78,2676,27,276,39,22,0.00354,0.02764,0.03118,31.01234041
07/21/1996,68,2320,25,442,107,30,0.0051,0.02482,0.02992,30.92638296
07/22/1996,66,2236,25,364,72,26,0.0043,0.02359,0.02789,30.84042552
07/23/1996,66,2236,25,263,35,22,0.00329,0.02318,0.02647,30.75446807
07/24/1996,54,1769,22,256,33,21,0.0031,0.01845,0.02155,30.66851062
07/25/1996,52,1663,21,622,206,38,0.00674,0.01928,0.02602,30.58255318
07/26/1996,49,1578,21,413,93,29,0.00462,0.01721,0.02183,30.49659573
07/27/1996,112,3867,34,266,36,22,0.00378,0.03959,0.04337,30.41063828
07/28/1996,152,5128,42,302,48,23,0.00454,0.05241,0.05695,30.32468083
07/29/1996,191,6172,50,335,60,25,0.00526,0.06307,0.06833,30.23872339
07/30/1996,201,6426,51,359,69,26,0.0056,0.06572,0.07132,30.15276594
07/31/1996,112,3886,35,310,50,24,0.00422,0.03995,0.04417,30.06680849
08/01/1996,98,3413,32,271,37,22,0.00369,0.03504,0.03873,29.98085105
08/02/1996,86,2987,29,405,90,28,0.00491,0.03134,0.03625,29.8948936
08/03/1996,66,2236,25,310,50,24,0.00376,0.02335,0.02711,29.80893615
08/04/1996,50,1599,21,398,86,28,0.00448,0.01734,0.02182,29.7229787
08/05/1996,42,1304,19,366,73,27,0.00408,0.01423,0.01831,29.63702126
08/06/1996,41,1241,19,258,33,21,0.00299,0.01314,0.01613,29.55106381
08/07/1996,42,1304,19,238,27,20,0.0028,0.0137,0.0165,29.46510636
08/08/1996,40,1200,19,253,32,21,0.00293,0.01272,0.01565,29.37914891
08/09/1996,38,1138,18,398,86,28,0.00436,0.0127,0.01706,29.29319147
08/10/1996,37,1096,18,338,61,25,0.00375,0.012,0.01575,29.20723402
08/11/1996,34,974,17,266,36,22,0.003,0.01049,0.01349,29.12127657
08/12/1996,32,913,17,212,21,19,0.00244,0.0097,0.01214,29.03531913
08/13/1996,39,1158,18,187,15,17,0.00226,0.01208,0.01434,28.94936168
08/14/1996,38,1138,18,225,24,20,0.00263,0.012,0.01463,28.86340423
08/15/1996,35,1014,17,164,11,16,0.00199,0.01058,0.01257,28.77744678
08/16/1996,38,1117,18,121,5,14,0.00159,0.01154,0.01313,28.69148934
08/17/1996,44,1367,20,119,4,13,0.00163,0.01404,0.01567,28.60553189
08/18/1996,48,1514,21,121,5,14,0.00169,0.01554,0.01723,28.51957444
08/19/1996,44,1367,20,101,3,12,0.00145,0.01402,0.01547,28.433617
08/20/1996,41,1262,19,99,3,12,0.0014,0.01296,0.01436,28.34765955
08/21/1996,47,1472,20,174,13,17,0.00221,0.01522,0.01743,28.2617021
08/22/1996,80,2760,28,385,81,27,0.00465,0.02896,0.03361,28.17574465
08/23/1996,84,2884,29,253,32,21,0.00337,0.02966,0.03303,28.08978721
08/24/1996,66,2236,25,468,120,31,0.00534,0.02412,0.02946,28.00382976
08/25/1996,68,2320,25,688,248,41,0.00756,0.02634,0.0339,27.91787231
08/26/1996,113,3906,35,651,224,39,0.00764,0.04204,0.04968,27.83191486
08/27/1996,577,12319,116,2283,1476,105,0.0286,0.14016,0.16876,27.74595742
08/28/1996,391,10072,85,3143,2141,139,0.03534,0.12437,0.15971,27.65999997
08/29/1996,239,7310,58,3297,2256,145,0.03536,0.09769,0.13305,27.57404252
08/30/1996,224,6990,56,2513,1658,114,0.02737,0.08818,0.11555,27.48808508
08/31/1996,1138,15867,208,3766,2596,164,0.04904,0.18835,0.23739,27.40212763
09/01/1996,1173,16000,213,3422,2348,150,0.04595,0.18711,0.23306,27.31617018
09/02/1996,548,12021,111,4755,3270,204,0.05303,0.15606,0.20909,27.23021273
09/03/1996,589,12437,118,5145,3520,220,0.05734,0.16295,0.22029,27.14425529
09/04/1996,695,13366,135,3892,2686,169,0.04587,0.16356,0.20943,27.05829784
09/05/1996,343,9309,77,3328,2279,146,0.03671,0.11811,0.15482,26.97234039
09/06/1996,212,6704,53,1769,1065,84,0.01981,0.07906,0.09887,26.88638294
09/07/1996,194,6252,50,1317,705,66,0.01511,0.07073,0.08584,26.8004255
09/08/1996,255,7676,61,2339,1521,107,0.02594,0.09365,0.11959,26.71446805
09/09/1996,343,9309,77,8742,5447,374,0.09085,0.15207,0.24292,26.6285106
09/10/1996,1207,16127,219,8427,5302,360,0.09634,0.22008,0.31642,26.54255316
09/11/1996,542,11958,110,8218,5203,351,0.0876,0.17622,0.26382,26.45659571
09/12/1996,546,11997,111,8218,5203,351,0.08764,0.17662,0.26426,26.37063826
09/13/1996,531,11846,108,4400,3036,190,0.04931,0.1518,0.20111,26.28468081
09/14/1996,300,8556,69,2026,1271,95,0.02326,0.09991,0.12317,26.19872337
09/15/1996,207,6581,53,1490,842,73,0.01697,0.07549,0.09246,26.11276592
09/16/1996,184,5994,48,1413,781,70,0.01597,0.06893,0.0849,26.02680847
09/17/1996,247,7495,60,2149,1370,99,0.02396,0.09024,0.1142,25.94085103
09/18/1996,695,13366,135,2164,1382,100,0.02859,0.14983,0.17842,25.85489358
09/19/1996,540,11942,110,1610,938,78,0.0215,0.13068,0.15218,25.76893613
09/20/1996,481,11266,100,1673,989,81,0.02154,0.12436,0.1459,25.68297868
09/21/1996,246,7481,60,21337,9143,982,0.21583,0.17666,0.39249,25.59702124
09/22/1996,368,9722,81,35367,10897,1757,0.35735,0.22457,0.58192,25.51106379
09/23/1996,253,7620,61,25288,9791,1191,0.25541,0.18663,0.44204,25.42510634
09/24/1996,179,5862,47,12750,7006,557,0.12929,0.13472,0.26401,25.33914889
09/25/1996,165,5492,45,4593,3164,198,0.04758,0.08899,0.13657,25.25319145
09/26/1996,1465,16906,260,3328,2279,146,0.04793,0.19591,0.24384,25.167234
09/27/1996,664,13113,130,2531,1672,115,0.03195,0.1503,0.18225,25.08127655
09/28/1996,718,13549,139,2712,1813,122,0.0343,0.15623,0.19053,24.99531911
